uniqueID,drugName,condition,review,rating,date,usefulCount,sentiment
,ZEROHARM Iron with Zinc & Folic Acid tablets ,"Anaemia, Iron deficiency","I've been using it for two and a half months now, and it's been incredibly effective. ",10.0,2024-01-17 00:00:00,3,Positive
,Himalayan Organics Plant Based Iron Supplement With Folate,"Anaemia, Iron deficiency",Its a good capsule for the vitamin supplement,8.0,2023-04-15 00:00:00,34,Positive
,Himalayan Organics Plant Based Iron Supplement With Folate,"Anaemia, Iron deficiency",Very very nice product,10.0,2023-07-23 00:00:00,35,Positive
,Himalayan Organics Plant Based Iron Supplement With Folate,"Anaemia, Iron deficiency", I am only been talking for a month from now and see positive change in my energy,8.0,2021-07-15 00:00:00,45,Positive
,Amway Nutrilite Cherry Iron-90 Tab,"Anaemia, Iron deficiency",Iron levels have increased without any side effects. Would suggest to consult Dr before using this.,8.0,2023-10-13 00:00:00,67,Positive
,Amway Nutrilite Cherry Iron-90 Tab,"Anaemia, Iron deficiency",Ultimate product,10.0,2023-12-01 00:00:00,23,Positive
,Amway Nutrilite Cherry Iron-90 Tab,"Anaemia, Iron deficiency",Ingredients and color is different with items sold by Amazon and Amway.,7.0,2023-09-05 00:00:00,23,Neutral
,Gynoveda Iron Folic Acid Supplement ,"Anaemia, Iron deficiency",Found it to not irritate stomach which is good. Will wait to see how it affects over time. Costly for sure,5.0,2022-12-25 00:00:00,24,Negative
,Gynoveda Iron Folic Acid Supplement ,"Anaemia, Iron deficiency",Value of money,10.0,2023-09-08 00:00:00,35,Positive
,Gynoveda Iron Folic Acid Supplement ,"Anaemia, Iron deficiency",It didnt work for me..,2.0,2022-11-17 00:00:00,45,Negative
,ZEROHARM Narie Thyroid Care Tablets,Thyroid,"Good formula for thyroid support.Thanks, Helping my wife with her low thyroid levels. She feels better. Seems this product is good and effective.",10.0,2023-08-12 00:00:00,34,Positive
,ZEROHARM Narie Thyroid Care Tablets,Thyroid,"After use this medicine i feel light weight, more active and most of thing mood swings my mood is always calm and happy",10.0,2023-02-09 00:00:00,23,Positive
,ZEROHARM Narie Thyroid Care Tablets,Thyroid,"This natural supplement helps regulate your thyroid production, resulting in improved metabolism, mood, and sleep. Good product.",10.0,2023-08-14 00:00:00,23,Positive
,Health Veda Organics Thyroplus Supplement,Thyroid,Very useful product,10.0,2024-01-26 00:00:00,53,Positive
,Health Veda Organics Thyroplus Supplement,Thyroid,I appreciate the blend of ingredients that promotes a balanced and healthy thyroid function. Grateful for this positive change in my daily life!,10.0,2022-10-13 00:00:00,23,Positive
,Health Veda Organics Thyroplus Supplement,Thyroid,"I don't know if something is wrong with this product or not, there is a smell which was not in earlier order.",6.0,2023-10-02 00:00:00,45,Neutral
,Gynoveda Kanchnar Guggulu Ayurvedic Tablets,Thyroid,Like it good and effective,10.0,2023-09-08 00:00:00,23,Positive
,Gynoveda Kanchnar Guggulu Ayurvedic Tablets,Thyroid,After using for 8 months as instructed without skipping. It’s clear to me that this product is not effective just overhyped and overpriced,4.0,2022-05-28 00:00:00,32,Negative
,Gynoveda Kanchnar Guggulu Ayurvedic Tablets,Thyroid,Don't even deserve one star my thyroid raised this is not at all good product to use,2.0,2023-01-08 00:00:00,42,Neutral
,Baidyanath Kanchnar Guggulu Tablet for Thyroid Health,Thyroid,its reliable formulation,10.0,2022-02-01 00:00:00,23,Positive
,Baidyanath Kanchnar Guggulu Tablet for Thyroid Health,Thyroid,Does its work.,8.0,2022-04-12 00:00:00,43,Positive
,Baidyanath Kanchnar Guggulu Tablet for Thyroid Health,Thyroid,"Its good,but true feedback can be eventually because Am taking Dynofist also as per my gynecologist advice",8.0,2022-05-17 00:00:00,34,Positive
,Traya Thyro Santulan- Ayurvedic Thyroid Supplements,Thyroid,Best thing happened to me for thyroid is this medicine. ,10.0,2024-02-27 00:00:00,23,Positive
,Traya Thyro Santulan- Ayurvedic Thyroid Supplements,Thyroid,Wait has ended. This product really works.,10.0,2023-07-29 00:00:00,34,Positive
,Traya Thyro Santulan- Ayurvedic Thyroid Supplements,Thyroid,This formula is excellent for providing support to the thyroid gland.,10.0,2023-07-03 00:00:00,32,Positive
,Zandu Pancharishta,Gastric,It really helps from 1st night. I don't remember the last time i felt so light and relaxed. Very good product.,10.0,2024-03-01 00:00:00,43,Positive
,Zandu Pancharishta,Gastric,I found it very effective. A must buy for those who have a disturbing experience of their gutt.,10.0,2024-01-04 00:00:00,23,Positive
,Zandu Pancharishta,Gastric,Good product. Very good for digestion related problems.,10.0,2024-01-04 00:00:00,12,Positive
,Himalaya Wellness Pure Herbs Yashtimadhu,Gastric,Good product from Himalaya.,10.0,2021-06-16 00:00:00,13,Positive
,Himalaya Wellness Pure Herbs Yashtimadhu,Gastric,Useful for digestive system,10.0,2024-01-15 00:00:00,23,Positive
,Himalaya Wellness Pure Herbs Yashtimadhu,Gastric,Expired products were sent. All 4 bottles were expired. Really bad experience,2.0,2024-01-28 00:00:00,45,Negative
,Gelusil MPS Tablets,Gastric,"Amazon should withdraw from pharmacy services. It is a flop show. Make better arrangements, if possible. Good luck to you.",2.0,2024-03-10 00:00:00,32,Negative
,Gelusil MPS Tablets,Gastric,Very effective and useful,10.0,2023-02-11 00:00:00,24,Positive
,Gelusil MPS Tablets,Gastric,Genuine product as per described,10.0,2023-04-12 00:00:00,28,Positive
,Digene Mint,Gastric,Works very well ,10.0,2024-05-13 00:00:00,37,Positive
,Digene Mint,Gastric,best affordabale product,9.0,2023-02-14 00:00:00,38,Positive
,Digene Mint,Gastric,Highly recommended for gastric,9.0,2021-04-15 00:00:00,40,Positive
,Himalaya Gasex,Gastric,its reliable formulation,8.5,2020-04-16 00:00:00,30,Positive
,Himalaya Gasex,Gastric,Does its work.,2.0,2023-09-17 00:00:00,31,Negative
,Himalaya Gasex,Gastric,Formulation could have been improved,6.0,2023-11-18 00:00:00,22,Neutral
,PENIKOSETE Cream Ayurvedic Solution For Varicose Veins,Vericose Veins,"Third class product, don’t go by the hype",2.0,2023-01-19 00:00:00,32,Negative
,PENIKOSETE Cream Ayurvedic Solution For Varicose Veins,Vericose Veins,"Printing is I'll standard, we don't know when was it manufactured and when it is expiring",6.0,2020-03-20 00:00:00,25,Neutral
,PENIKOSETE Cream Ayurvedic Solution For Varicose Veins,Vericose Veins,As usual like other. medicine oil no special in it,6.0,2023-11-21 00:00:00,24,Neutral
,Varco Leg Care Topical Phyto Oil For Varicose Veins,Vericose Veins,I am using it for my leg but I see no improvement,3.0,2023-06-16 00:00:00,23,Negative
,Varco Leg Care Topical Phyto Oil For Varicose Veins,Vericose Veins,Best for varicose vein,10.0,2024-01-29 00:00:00,27,Positive
,Varco Leg Care Topical Phyto Oil For Varicose Veins,Vericose Veins,Slow action,7.0, 31-Jan-2024,25,Negative
,Vedabay Varicose Veins Tablets,Vericose Veins,Very effective by using from day 1,10.0,2024-03-04 00:00:00,26,Positive
,Vedabay Varicose Veins Tablets,Vericose Veins,Very good product,10.0,2022-01-05 00:00:00,37,Positive
,Vedabay Varicose Veins Tablets,Vericose Veins,Slow effect,6.0,2021-07-06 00:00:00,34,Negative
,Veincoze Advanced Formula Capsule for Varicose Veins,Vericose Veins,By using Veincoze pain in legs had reduced and my veins are also less visible,10.0,2023-01-05 00:00:00,23,Positive
,Veincoze Advanced Formula Capsule for Varicose Veins,Vericose Veins,Its a brilliant medicine. The medicine has improved the condition of my varicose veins The swelling has reduced and so has my movement,10.0,2023-07-28 00:00:00,23,Positive
,Veincoze Advanced Formula Capsule for Varicose Veins,Vericose Veins,highly effective product. There was sensation in my legs due to long standing . It really relieved me.,10.0,2023-12-16 00:00:00,54,Positive
,BioticsLife Vericolyte Gel for Varicose Veins ,Vericose Veins,Effective medicine.must try,10.0,2022-09-10 00:00:00,34,Positive
,BioticsLife Vericolyte Gel for Varicose Veins ,Vericose Veins,Not helping at all in reducing swelling anyway,4.0,2022-08-30 00:00:00,23,Negative
,BioticsLife Vericolyte Gel for Varicose Veins ,Vericose Veins,My doctor suggested me to use this product. After continues use of this for 40 days my varicose veins were vanished from one leg.,10.0,2024-01-28 00:00:00,26,Positive
,Carbamide Forte Brain Support Supplement,"Dementia,Memory boost,Alzeimar,Schizophrenzia","For those seeking a reliable supplement to support mental performance, Carbamide Forte delivers noticeable results.",10.0,2024-02-09 00:00:00,26,Positive
,Carbamide Forte Brain Support Supplement,"Dementia,Memory boost,Alzeimar,Schizophrenzia",empowering you to unlock your full potential and excel in your daily tasks with clarity and vitality.,10.0,2024-03-08 00:00:00,27,Positive
,Carbamide Forte Brain Support Supplement,"Dementia,Memory boost,Alzeimar,Schizophrenzia","After 20 days giving review, Found not effective",4.0,2023-12-08 00:00:00,29,Negative
,Cureveda Herbal Brain Boost Tablet for Brain & Memory,"Dementia,Memory boost,Alzeimar,Schizophrenzia","My concentration power is definitely improving and as they are vegetarian tablets, they are very organic and good.",10.0,2023-12-09 00:00:00,10,Positive
,Cureveda Herbal Brain Boost Tablet for Brain & Memory,"Dementia,Memory boost,Alzeimar,Schizophrenzia","Help to promote mentel wellness, inprove concentration, attention span.",10.0,2023-12-11 00:00:00,20,Positive
,Cureveda Herbal Brain Boost Tablet for Brain & Memory,"Dementia,Memory boost,Alzeimar,Schizophrenzia",It's really a good product it's mentioned benefit's are visible within 2-3 days of regular pill intake.,10.0,2023-12-12 00:00:00,20,Positive
,Health Veda Organics Plant Based Brain Memoriser ,"Dementia,Memory boost,Alzeimar,Schizophrenzia",Having this product from last Many days and having good results.,10.0,2024-01-27 00:00:00,21,Positive
,Health Veda Organics Plant Based Brain Memoriser ,"Dementia,Memory boost,Alzeimar,Schizophrenzia",This is a fake product. Found a white powder mixed with the product and the powder is reddish in nature.,2.0,2023-11-11 00:00:00,12,Negative
,Health Veda Organics Plant Based Brain Memoriser ,"Dementia,Memory boost,Alzeimar,Schizophrenzia",easy compliance. However it is too early to comment on efficacy.,5.0,2023-12-23 00:00:00,22,Neutral
,Baidyanath Brahmi Bati - Memory Booster,"Dementia,Memory boost,Alzeimar,Schizophrenzia","I have been eating this medicine for the last 10 days and now its showing results... Takes away depression and loneliness, makes u mentally alert and calm",10.0,2018-03-20 00:00:00,13,Positive
,Baidyanath Brahmi Bati - Memory Booster,"Dementia,Memory boost,Alzeimar,Schizophrenzia",Super quality product,10.0,2023-07-04 00:00:00,34,Positive
,Baidyanath Brahmi Bati - Memory Booster,"Dementia,Memory boost,Alzeimar,Schizophrenzia","Baidyanath is not the same Baidyanath anymore. There's a lot of confusion with this brand, as it offers same thing in multiple packings and at different prices. ",5.0,2023-05-03 00:00:00,46,Neutral
,Vedicure Branoved Granules for Brain & Memory Wellness,"Dementia,Memory boost,Alzeimar,Schizophrenzia",Taste is v nice and I actually feel more alert after having it before work everyday,10.0,2023-01-23 00:00:00,23,Positive
,Vedicure Branoved Granules for Brain & Memory Wellness,"Dementia,Memory boost,Alzeimar,Schizophrenzia",it’s a good product and I would highly recommend,10.0,2023-01-18 00:00:00,34,Positive
,Vedicure Branoved Granules for Brain & Memory Wellness,"Dementia,Memory boost,Alzeimar,Schizophrenzia",My kid manages to have it so I’m happy.Make the packet inside easy to access.,9.5,2023-02-01 00:00:00,30,Positive
,Pankajakasthuri Breathe Eazy Granules,Asthma,This is a godsend for people who have breathing issues or have throat issues all the time,10.0,2024-01-21 00:00:00,43,Positive
,Pankajakasthuri Breathe Eazy Granules,Asthma,This product only name not working,3.0,2024-02-15 00:00:00,32,Negative
,Pankajakasthuri Breathe Eazy Granules,Asthma,We Regularly using this. Giving nice perfomance,10.0,2024-01-05 00:00:00,23,Positive
,Charak Pharma Haleezy Tablets for Asthma,Asthma,Complete useless,4.0,2023-05-14 00:00:00,54,Negative
,Charak Pharma Haleezy Tablets for Asthma,Asthma,This Tablets helped me to control astama.,8.0,2020-05-14 00:00:00,23,Positive
,Charak Pharma Haleezy Tablets for Asthma,Asthma,"Quite good, getting results",9.0,2018-03-28 00:00:00,34,Positive
,"Nisarga Herbs, Respirade",Asthma,Very effective product on sinus related issues and provides relief.,10.0,2023-11-10 00:00:00,23,Positive
,"Nisarga Herbs, Respirade",Asthma,So far no side effects.,9.5, 7-Nov-2023,45,Positive
,"Nisarga Herbs, Respirade",Asthma,Quality is medium improve the quality product,6.0,2020-12-05 00:00:00,22,Neutral
,Himalaya Wellness Pure Herbs Tulasi Respiratory Wellness,Asthma,"Works like miracle.. i am suffering cold, cough & difficult to breath.",10.0,2022-10-29 00:00:00,23,Positive
,Himalaya Wellness Pure Herbs Tulasi Respiratory Wellness,Asthma,Nothing worth of writing a review. Will not buy again.,4.0,2024-01-17 00:00:00,22,Negative
,Himalaya Wellness Pure Herbs Tulasi Respiratory Wellness,Asthma,It's a very good product. No side effects.,10.0,2023-04-12 00:00:00,26,Positive
,Organic India Breathe Free,Asthma,Excellent product. Very effective in my case of an allergic asthma.,10.0, 21-Oct-2014,28,Positive
,Organic India Breathe Free,Asthma,This tablets helps in controlling asthama. Improves breathing capacity,10.0,2022-04-06 00:00:00,27,Positive
,Organic India Breathe Free,Asthma,Start effecting after 20 days of use.,5.0,2023-05-01 00:00:00,33,Neutral
,DABUR Arjuna Tablets,"Cholestrol,Heart Disease",Good product . Do not need now cholesterol drugs !!,8.0,2024-02-17 00:00:00,22,Positive
,DABUR Arjuna Tablets,"Cholestrol,Heart Disease",It will take time to show Results,5.0,2023-09-01 00:00:00,21,Neutral
,DABUR Arjuna Tablets,"Cholestrol,Heart Disease",Great product at good prices,10.0,2023-12-28 00:00:00,24,Positive
,Organic India Lipidcare,"Cholestrol,Heart Disease"," Packing, quality of the product and quantity is excellent at this price.",10.0,2023-08-06 00:00:00,26,Positive
,Organic India Lipidcare,"Cholestrol,Heart Disease",It is effective. Saved me from Statins. Heartfelt gratitude.,10.0,2023-10-04 00:00:00,27,Positive
,Organic India Lipidcare,"Cholestrol,Heart Disease",Feels bloated so stopped using it,4.0,2023-12-31 00:00:00,24,Negative
,Himalaya Wellness Pure Herbs Lasuna Cardiac Wellness Tablet ,"Cholestrol,Heart Disease",Laguna works excellently against high cholestrol,10.0,2022-09-10 00:00:00,33,Positive
,Himalaya Wellness Pure Herbs Lasuna Cardiac Wellness Tablet ,"Cholestrol,Heart Disease",Average. Did not bring down my cholestrol levels,5.0,2022-12-06 00:00:00,43,Neutral
,Himalaya Wellness Pure Herbs Lasuna Cardiac Wellness Tablet ,"Cholestrol,Heart Disease",Good product for cholestrol control,10.0,2023-05-08 00:00:00,31,Positive
,Dabur Lipistat Capsule with Arjuna & Guggulu,"Cholestrol,Heart Disease",Use it for better result.,10.0,2019-07-12 00:00:00,21,Positive
,Dabur Lipistat Capsule with Arjuna & Guggulu,"Cholestrol,Heart Disease",Have not tested livid profile so far,7.0,2022-03-19 00:00:00,23,neutral
,Dabur Lipistat Capsule with Arjuna & Guggulu,"Cholestrol,Heart Disease",Gentle and effective,9.5,2022-12-02 00:00:00,20,Positive
,Zandu Arjuna Capsules ,"Cholestrol,Heart Disease",This is a good product and I find it's working great.,10.0,2023-07-09 00:00:00,24,Positive
,Zandu Arjuna Capsules ,"Cholestrol,Heart Disease",I  like this product. I use this product for cholesterol,10.0,2024-01-04 00:00:00,35,Positive
,Zandu Arjuna Capsules ,"Cholestrol,Heart Disease"," I used to feel some discomfort in heart and after using these capsules, Im feeling much better and having self confidence that my heart would be safe with this medication.",10.0,2023-08-12 00:00:00,46,Positive
,Kapiva BP Care Juice,Blood pressure(BP),"Great product, helps in cleansing toxins & feel fresh through out the day",10.0,2023-12-17 00:00:00,33,Positive
,Kapiva BP Care Juice,Blood pressure(BP), My BP has also come to normal. I am very lucky to have found this wonderful product.,10.0,2020-06-29 00:00:00,24,Positive
,Kapiva BP Care Juice,Blood pressure(BP),Result will be known in few months I am optimistic,9.5,2024-01-08 00:00:00,24,Positive
,Maharishi Ayurveda Cardimap,Blood pressure(BP),"Good products, very effictive on blood pressure",10.0,2024-01-31 00:00:00,43,Positive
,Maharishi Ayurveda Cardimap,Blood pressure(BP),"From the very first uses breathing problem, burning sensation in eyes n block nose happens.So I stop using after using 7 days.",4.0,2024-02-13 00:00:00,35,Negative
,Maharishi Ayurveda Cardimap,Blood pressure(BP),The product works good on regulating blood pressure,10.0,2023-08-14 00:00:00,23,Positive
,Himalaya Organic Arjuna for Blood Pressure,Blood pressure(BP),The pills are super easy to swallow and have no after taste. Help with improving energy levels and also help with sound sleep,10.0,2024-03-05 00:00:00,24,Positive
,Himalaya Organic Arjuna for Blood Pressure,Blood pressure(BP),This is extremely effective for me. I see marked drop in my BP.,10.0,2023-11-12 00:00:00,12,Positive
,Himalaya Organic Arjuna for Blood Pressure,Blood pressure(BP),This medicine is good for your blood pressure and they work perfectly. Worth the money. They are also easy to swallow. And they have no effect on the skin.,10.0,2023-11-08 00:00:00,33,Positive
,Health Veda Organics B Capsules ,Blood pressure(BP),Helpful product and valuable,9.0, 24-Oct-2023,32,Positive
,Health Veda Organics B Capsules ,Blood pressure(BP),I used this previously this is really vegan,9.5,2023-12-18 00:00:00,31,Positive
,Health Veda Organics B Capsules ,Blood pressure(BP),It is found that the quality of caps of the bottles is very poor and doesn't open or close easily.,7.0,2023-12-13 00:00:00,30,Neutral
,"Nveda BP Control for Blood pressure, Ayurvedic Medicine",Blood pressure(BP),It consistently maintains healthy blood pressure levels without side effects. ,10.0,2024-01-20 00:00:00,34,Positive
,"Nveda BP Control for Blood pressure, Ayurvedic Medicine",Blood pressure(BP),Actually its working.. help to control bp level,10.0,2023-10-01 00:00:00,35,Positive
,"Nveda BP Control for Blood pressure, Ayurvedic Medicine",Blood pressure(BP),"I have been using it since last 2 weeks twice a day, my BP reduced from 150 to 125 and is sustained at this level.",10.0, 5-Aug-2023,36,Positive
,Holo ZEROHARM HoloOncolis Holistic Cancer Care Tablets,Cancer,"Holo Oncolis contains a synergistic blend of herbs and nutrients that are known for their anti-cancer properties, providing comprehensive support for those undergoing cancer treatment.",10.0, 19-Mar-2023,37,Positive
,Holo ZEROHARM HoloOncolis Holistic Cancer Care Tablets,Cancer,This product is made with totally plant based natural ingredients with no side effects.,10.0, 19-Dec-2022,38,Positive
,Holo ZEROHARM HoloOncolis Holistic Cancer Care Tablets,Cancer,Good product good paking but expiry date near one month only this is very sad..,7.0,2023-01-04 00:00:00,37,Neutral
,Wellness Mantra KarsiGo Ayurvedic Capsules for Holistic Cancer Care,Cancer,My father is taking this medicine on recommendation by one of patient he met at hospital and seeing great results with no such side effects.,10.0,2021-10-11 00:00:00,24,Positive
,Wellness Mantra KarsiGo Ayurvedic Capsules for Holistic Cancer Care,Cancer,"Was recommended to take this by a Doctor, these are great anti oxidant capsules with all natural ingredients. Very effective supplement for cancer care. Good product, positive results.",9.0,2023-06-13 00:00:00,25,Positive
,Wellness Mantra KarsiGo Ayurvedic Capsules for Holistic Cancer Care,Cancer," Great, good quality product at a reasonable price.",10.0,2023-07-08 00:00:00,25,Positive
,Axiom_Ayurveda Helpful in Cancer,Cancer,This is a nice product. I am using this for cancer patient.,8.0,2019-07-19 00:00:00,27,Positive
,Axiom_Ayurveda Helpful in Cancer,Cancer,Used it and found effective with other normal restraints.,9.0, 9-Jan-2022,28,Positive
,Axiom_Ayurveda Helpful in Cancer,Cancer,Effective Medicine,9.5,2021-10-01 00:00:00,23,Positive
,Cancertame Ayurvedic,Cancer,My elder brother has been taking cancertame for almost 5 months now and the results have been great till now with tumor being in regression & lower ca 19-9 values.,9.5,2019-07-27 00:00:00,34,Positive
,Cancertame Ayurvedic,Cancer,I have started taking the pills 2 per daily. It is too early to comment,6.0,2020-08-18 00:00:00,32,Neutral
,Cancertame Ayurvedic,Cancer,"Beneficial medicine for metastatic bladder cancer, took along with chemotherapy.",10.0,2019-09-15 00:00:00,43,Positive
,Pulse Canwel Cancer Care Nutrition,Cancer,very effective.Helps manage protein levels,9.0,2020-10-16 00:00:00,23,Positive
,Pulse Canwel Cancer Care Nutrition,Cancer,good medicine.Prevents recurrence,8.5,2019-03-17 00:00:00,12,Positive
,Pulse Canwel Cancer Care Nutrition,Cancer,speed up the recovery of damaged tissues after chemotheraphy,9.0,2021-01-18 00:00:00,13,Positive
,Pankajakasthuri - Breathe Easy Tablets,Rhintis,Highly effective for allergies,10.0,2022-01-17 00:00:00,23,Positive
,Pankajakasthuri - Breathe Easy Tablets,Rhintis,Using for 4 days. Can see the difference in Breathing. Nose Block is also reduced,10.0,2021-11-10 00:00:00,45,Positive
,Pankajakasthuri - Breathe Easy Tablets,Rhintis,never buy on Amazon because packaging seal is broken while shipping.,4.0,2021-03-01 00:00:00,32,Negative
,Himalaya Wellness Pure Herbs Tulasi Respiratory Wellness ,Rhintis,"Product is nice but package was torn , looks like someone tried to check the product",6.0,2022-01-30 00:00:00,24,Neutral
,Himalaya Wellness Pure Herbs Tulasi Respiratory Wellness ,Rhintis,"Excellent product , God bless",10.0,2023-10-20 00:00:00,28,Positive
,Himalaya Wellness Pure Herbs Tulasi Respiratory Wellness ,Rhintis,It's a very good product. No side effects.,10.0,2020-05-28 00:00:00,37,Positive
,ORGANIC INDIA Breathe Free Ayurvedic Capsule,Rhintis,"Started using now only. Need to see how this medicine works,being ayurvedic it may take 2 to 3 months to get results. Let me see.",8.0,2021-05-19 00:00:00,38,Positive
,ORGANIC INDIA Breathe Free Ayurvedic Capsule,Rhintis,found the medicine effective,8.0, 20-Sep-2023,40,Positive
,ORGANIC INDIA Breathe Free Ayurvedic Capsule,Rhintis,I am using this from last 5-6 months and I can vouch for the effectiveness.,8.0, 21-Jan-2022,30,Positive
,Cipla Naselin Saline Spray,Rhintis,Regular use prevents nasal congestion.,10.0,2022-11-01 00:00:00,31,Positive
,Cipla Naselin Saline Spray,Rhintis,Please don't believe in this item anymore zero effective if your nose is blocked,4.0, 19 July 2023,22,Negative
,Cipla Naselin Saline Spray,Rhintis,Love.. Product 3 years alergy going...,10.0,2023-11-28 00:00:00,32,Positive
,Vicks VapoRub SteamPods,Rhintis,These small Vicks pods works like magic . They are highly effective and convenient to use,10.0,2024-02-26 00:00:00,25,Positive
,Vicks VapoRub SteamPods,Rhintis,A very easy to use and helpful product..earlier it was not convenient to take steam..now it is way easier and effective,9.0,2023-12-13 00:00:00,24,Positive
,Vicks VapoRub SteamPods,Rhintis,"Overall, the Vicks VapoRub Steampod is a must-have for anyone seeking fast, effective relief from congestion and respiratory discomfort",10.0,2024-02-13 00:00:00,23,Positive
,Himalaya Clarina Anti-Acne Cream ,Acne,Worsened my acne,4.0,2022-02-03 00:00:00,27,Negative
,Himalaya Clarina Anti-Acne Cream ,Acne,Nice product,10.0,2022-10-22 00:00:00,25,Positive
,Himalaya Clarina Anti-Acne Cream ,Acne,Though the packaging is different from the image shown but it's work very nice,7.0,2023-08-03 00:00:00,26,Positive
,Acnestar Gel,Acne,It really helps to reduce my pimples and bumps,10.0,2016-12-06 00:00:00,37,Positive
,Acnestar Gel,Acne,Nice product,9.0,2018-08-30 00:00:00,34,Positive
,Acnestar Gel,Acne,This cream makes pimples disappear in two three days!!!,10.0,2015-04-22 00:00:00,23,Positive
,Jovees Herbal Anti Acne,Acne,"Very good products, removes acne as well as marks",10.0,2016-11-16 00:00:00,23,Positive
,Jovees Herbal Anti Acne,Acne,Trust me this is the best product for you..... I have myself used it daily after bath for just 2months and I am amazed with the result.,10.0,2023-06-23 00:00:00,54,Positive
,Jovees Herbal Anti Acne,Acne,"Purchased for acne problem, but didn’t help at all",4.0,2020-08-29 00:00:00,34,Negative
,Dot & Key Cica Clear Spot Correction Gel,Acne,Sticky so best to apply at night after moisturiser or serums.,8.0,2024-01-12 00:00:00,23,Positive
,Dot & Key Cica Clear Spot Correction Gel,Acne,Works overnight for small pimple.Takes 3 -4 days for large pimples,9.0,2024-02-11 00:00:00,26,Positive
,Dot & Key Cica Clear Spot Correction Gel,Acne,It's doesn't start working immediately but works over time(1-2weeks),8.0,2023-10-01 00:00:00,26,Neutral
,Sebamed Clear Face Care Gel,Acne,It absorbs within a minute and gives an oil free flawless skin.,6.0,2023-12-22 00:00:00,27,Positive
,Sebamed Clear Face Care Gel,Acne,Good product..useful for oily skin,10.0,2024-01-28 00:00:00,29,Neutral
,Sebamed Clear Face Care Gel,Acne,It's a gem product if you have oily & acne prone skin ,10.0,2024-02-18 00:00:00,10,Positive
,Parodontax Daily Fluoride Gum Care Toothpaste,Gum care,"Within few weeks of using this, the gum problems were fixed and after a few months of using it, the filled in tooth, which used to get sensitive sometimes also became quite strong",10.0,2023-11-07 00:00:00,20,Positive
,Parodontax Daily Fluoride Gum Care Toothpaste,Gum care,Effective product,10.0,2024-03-13 00:00:00,20,Positive
,Parodontax Daily Fluoride Gum Care Toothpaste,Gum care,Its a little too salty,7.0,2024-02-28 00:00:00,21,Neutral
,Himalaya AYURVEDA GUM CARE,Gum care,This is one of the best toothpaste also quality wise and value for money.Don't think too more to buy this product.,10.0,2024-01-23 00:00:00,12,Positive
,Himalaya AYURVEDA GUM CARE,Gum care,Not very effective. I feel dryness in my teeth few hours after brushing with this paste. Buy dabur red instead.,4.0,2023-12-24 00:00:00,22,Negative
,Himalaya AYURVEDA GUM CARE,Gum care,"Actually I finding such a type of toothpaste which is completely natural,Feel fresh and also remove bed smell coming out of mouth.",7.5,2023-11-26 00:00:00,13,Neutral
,Maharishi Ayurveda Ayurdent Gum Care Oil,Gum care,its effective and good,9.0,2024-01-26 00:00:00,34,Positive
,Maharishi Ayurveda Ayurdent Gum Care Oil,Gum care,This is looking a lot more promising.,9.0, 10-Jan-2024,46,Positive
,Maharishi Ayurveda Ayurdent Gum Care Oil,Gum care,It really works! I recommend it!,8.0,2023-06-18 00:00:00,23,Positive
,Listerine Advanced Defence Gum Treatment ,Gum care, I confirm its effectiveness thank you,10.0,2023-10-15 00:00:00,34,Positive
,Listerine Advanced Defence Gum Treatment ,Gum care,"perfect seller, would be happy to shop here again, goods highly recommended",10.0,2022-10-16 00:00:00,30,Positive
,Listerine Advanced Defence Gum Treatment ,Gum care, It works great,10.0, 29-Feb-2024,43,Positive
,SENSORA Gum Care Toothpaste For Complete Oral Care ,Gum care,I use this product past 4 months but no use,3.0,2024-02-22 00:00:00,32,Negative
,SENSORA Gum Care Toothpaste For Complete Oral Care ,Gum care,very good tasty and good product,10.0,2022-12-06 00:00:00,23,Positive
,SENSORA Gum Care Toothpaste For Complete Oral Care ,Gum care,Very nice,9.0,2024-02-16 00:00:00,54,Positive
,Himalaya Pilex Tablets,"Piles,Fissure",Guys this medicine is really works,10.0,2023-11-11 00:00:00,23,Positive
,Himalaya Pilex Tablets,"Piles,Fissure",Working But Slowly,7.0,2024-03-14 00:00:00,34,Positive
,Himalaya Pilex Tablets,"Piles,Fissure",I haven't seen any results while having these tablets.,4.0, 15-Jan-2024,23,Negative
,Cureveda Piles Peace Herbal Tablets ,"Piles,Fissure", This product worked extremely well to relieve from pain and bleeding problem of piles,10.0,2024-02-25 00:00:00,45,Positive
,Cureveda Piles Peace Herbal Tablets ,"Piles,Fissure",Good relief from pain. Highly recommended.,10.0,2024-03-03 00:00:00,22,Positive
,Cureveda Piles Peace Herbal Tablets ,"Piles,Fissure",Patient did not find any favourable improvement after taking the dose as guided,5.0, 10-Dec-2023,23,Negative
,MACAMO Cure Piles Tablets,"Piles,Fissure","Within a week, his condition improved significantly, and he has not faced any side effects so far. ",10.0, 5-Dec-2024,22,Positive
,MACAMO Cure Piles Tablets,"Piles,Fissure","Not upto the mark, no much difference after using it.",3.0, 02-Dec-2025,26,Negative
,MACAMO Cure Piles Tablets,"Piles,Fissure","After using this for a week, things have gotten better for him. Regards and a recommendation",10.0, 17-Feb-2024,28,Positive
,NutrinoPlus Piles Care Fast Relief,"Piles,Fissure",It works amazingly 4 months using this product,10.0, 12 April 2023,27,Positive
